Wave Data provided @ 13:15hrs on 27-08-2023,,,,,,
Site, DateTime, Hsig, Hmax, Tp, Tz, Direction
Cairns,2023-08-22T12:30:00,0.61,1.14,6.67,3.2,54.38
Cairns,2023-08-22T13:00:00,0.615,0.96,3.23,3.226,117.68
Cairns,2023-08-22T13:30:00,0.619,1.04,8.33,3.306,41.78
Cairns,2023-08-22T14:00:00,0.678,1.23,7.14,3.361,59.98
Cairns,2023-08-22T14:30:00,0.802,1.37,7.69,3.333,45.98
Cairns,2023-08-22T15:00:00,0.757,1.25,3.45,3.333,110.68
Cairns,2023-08-22T15:30:00,0.676,1.26,3.85,3.39,104.98
Cairns,2023-08-22T16:00:00,0.616,1.08,3.7,3.39,107.88
Cairns,2023-08-22T16:30:00,0.561,0.95,3.57,3.306,110.68
Cairns,2023-08-22T17:00:00,0.51,0.88,8.33,3.419,38.88
Cairns,2023-08-22T17:30:00,0.489,0.85,8.33,3.39,34.68
Cairns,2023-08-22T18:00:00,0.475,1.03,7.69,3.448,41.78
Cairns,2023-08-22T18:30:00,0.454,0.91,8.33,3.738,38.88
Cairns,2023-08-22T19:00:00,0.47,1.03,8.33,3.636,38.88
Cairns,2023-08-22T19:30:00,0.483,0.86,8.33,3.604,33.28
Cairns,2023-08-22T20:00:00,0.466,0.85,8.33,3.571,38.88
Cairns,2023-08-22T20:30:00,0.497,0.81,8.33,3.571,43.18
Cairns,2023-08-22T21:00:00,0.502,0.95,7.69,3.333,44.58
Cairns,2023-08-22T21:30:00,0.515,0.84,8.33,3.333,38.88
Cairns,2023-08-22T22:00:00,0.535,0.9,7.69,3.279,45.98
Cairns,2023-08-22T22:30:00,0.438,0.81,7.69,3.448,44.58
Cairns,2023-08-22T23:00:00,0.459,0.85,8.33,3.39,40.38
Cairns,2023-08-22T23:30:00,0.448,0.84,8.33,3.704,38.88
Cairns,2023-08-23T00:00:00,0.451,0.9,8.33,3.96,43.18
Cairns,2023-08-23T00:30:00,0.438,0.79,7.69,3.96,41.78
Cairns,2023-08-23T01:00:00,0.446,0.81,8.33,3.604,40.38
Cairns,2023-08-23T01:30:00,0.433,0.93,8.33,3.54,38.88
Cairns,2023-08-23T02:00:00,0.439,0.76,8.33,3.738,38.88
Cairns,2023-08-23T02:30:00,0.433,0.88,8.33,3.774,40.38
Cairns,2023-08-23T03:00:00,0.458,0.78,6.67,3.419,57.18
Cairns,2023-08-23T03:30:00,0.464,0.84,8.33,3.738,43.18
Cairns,2023-08-23T04:00:00,0.463,0.79,7.14,3.571,57.18
Cairns,2023-08-23T04:30:00,0.444,0.75,9.09,3.704,36.08
Cairns,2023-08-23T05:00:00,0.449,0.81,9.09,3.774,36.08
Cairns,2023-08-23T05:30:00,0.45,0.86,8.33,4.04,38.88
Cairns,2023-08-23T06:00:00,0.449,0.82,8.33,3.846,37.48
Cairns,2023-08-23T06:30:00,0.438,0.76,8.33,3.738,44.58
Cairns,2023-08-23T07:00:00,0.435,0.84,8.33,3.704,38.88
Cairns,2023-08-23T07:30:00,0.447,0.79,8.33,3.67,38.88
Cairns,2023-08-23T08:00:00,0.468,0.78,9.09,3.509,41.78
Cairns,2023-08-23T08:30:00,0.476,0.85,8.33,3.604,41.78
Cairns,2023-08-23T09:00:00,0.462,0.83,7.69,3.333,50.18
Cairns,2023-08-23T09:30:00,0.459,0.8,8.33,3.2,44.58
Cairns,2023-08-23T10:00:00,0.457,0.83,8.33,3.361,38.88
Cairns,2023-08-23T10:30:00,0.557,1.16,8.33,3.306,38.88
Cairns,2023-08-23T11:00:00,0.628,1.04,8.33,3.226,41.78
Cairns,2023-08-23T11:30:00,0.699,1.2,3.23,3.226,107.88
Cairns,2023-08-23T12:00:00,0.718,1.58,3.33,3.279,110.68
Cairns,2023-08-23T12:30:00,0.739,1.43,4,3.419,109.28
Cairns,2023-08-23T13:00:00,0.751,1.49,4,3.333,112.08
Cairns,2023-08-23T13:30:00,0.77,1.38,3.57,3.361,117.68
Cairns,2023-08-23T14:00:00,0.785,1.31,3.85,3.39,114.88
Cairns,2023-08-23T14:30:00,0.843,1.33,3.7,3.361,114.88
Cairns,2023-08-23T15:00:00,0.85,1.4,3.85,3.333,112.08
Cairns,2023-08-23T15:30:00,0.859,1.6,4.17,3.478,112.08
Cairns,2023-08-23T16:00:00,0.893,1.67,4.17,3.478,110.68
Cairns,2023-08-23T16:30:00,0.891,1.53,4,3.448,109.28
Cairns,2023-08-23T17:00:00,0.891,1.56,4,3.509,112.08
Cairns,2023-08-23T17:30:00,0.831,1.72,4.17,3.478,110.68
Cairns,2023-08-23T18:00:00,0.833,1.69,3.85,3.448,120.48
Cairns,2023-08-23T18:30:00,0.747,1.39,4,3.39,117.68
Cairns,2023-08-23T19:00:00,0.751,1.26,4,3.39,114.88
Cairns,2023-08-23T19:30:00,0.713,1.21,4,3.361,113.48
Cairns,2023-08-23T20:00:00,0.703,1.1,4.17,3.333,112.08
Cairns,2023-08-23T20:30:00,0.656,1.31,4,3.448,110.68
Cairns,2023-08-23T21:00:00,0.576,0.97,3.7,3.39,113.48
Cairns,2023-08-23T21:30:00,0.553,0.95,3.7,3.2,110.68
Cairns,2023-08-23T22:00:00,0.548,1,3.57,3.226,113.48
Cairns,2023-08-23T22:30:00,0.505,0.8,7.69,3.279,48.78
Cairns,2023-08-23T23:00:00,0.523,0.87,8.33,3.15,47.38
Cairns,2023-08-23T23:30:00,0.506,0.86,7.69,3.333,43.18
Cairns,2023-08-24T00:00:00,0.521,0.94,7.69,3.39,45.98
Cairns,2023-08-24T00:30:00,0.49,0.89,7.14,3.306,50.18
Cairns,2023-08-24T01:00:00,0.498,0.91,7.69,3.509,43.18
Cairns,2023-08-24T01:30:00,0.532,0.98,7.69,3.39,51.58
Cairns,2023-08-24T02:00:00,0.539,1.06,7.69,3.448,44.58
Cairns,2023-08-24T02:30:00,0.557,0.92,7.14,3.419,50.18
Cairns,2023-08-24T03:00:00,0.557,0.97,7.14,3.419,54.38
Cairns,2023-08-24T03:30:00,0.555,0.9,7.69,3.39,47.38
Cairns,2023-08-24T04:00:00,0.556,0.89,7.14,3.361,55.78
Cairns,2023-08-24T04:30:00,0.532,0.79,7.69,3.478,50.18
Cairns,2023-08-24T05:00:00,0.52,0.94,7.14,3.571,50.18
Cairns,2023-08-24T05:30:00,0.545,1.02,7.14,3.478,47.38
Cairns,2023-08-24T06:00:00,0.558,0.91,7.69,3.279,47.38
Cairns,2023-08-24T06:30:00,0.565,1,7.69,3.333,47.38
Cairns,2023-08-24T07:00:00,0.563,0.97,7.69,3.226,50.18
Cairns,2023-08-24T07:30:00,0.58,1.15,7.69,3.2,50.18
Cairns,2023-08-24T08:00:00,0.565,0.89,7.69,3.279,48.78
Cairns,2023-08-24T08:30:00,0.532,0.88,8.33,3.39,40.38
Cairns,2023-08-24T09:00:00,0.525,0.81,8.33,3.175,40.38
Cairns,2023-08-24T09:30:00,0.583,0.99,8.33,3.252,36.08
Cairns,2023-08-24T10:00:00,0.604,1.01,8.33,3.361,47.38
Cairns,2023-08-24T10:30:00,0.668,1.11,6.67,3.306,58.58
Cairns,2023-08-24T11:00:00,0.704,1.4,7.14,3.279,48.78
Cairns,2023-08-24T11:30:00,0.675,1.29,3.7,3.361,107.88
Cairns,2023-08-24T12:00:00,0.669,1.12,3.57,3.419,117.68
Cairns,2023-08-24T12:30:00,0.697,1.25,3.85,3.361,106.38
Cairns,2023-08-24T13:00:00,0.719,1.2,7.69,3.306,43.18
Cairns,2023-08-24T13:30:00,0.731,1.23,8.33,3.39,34.68
Cairns,2023-08-24T14:00:00,0.787,1.33,7.69,3.54,47.38
Cairns,2023-08-24T14:30:00,0.838,1.29,8.33,3.478,41.78
Cairns,2023-08-24T15:00:00,0.826,1.36,3.7,3.54,113.48
Cairns,2023-08-24T15:30:00,0.86,1.53,4.17,3.509,110.68
Cairns,2023-08-24T16:00:00,0.856,1.63,3.57,3.478,119.08
Cairns,2023-08-24T16:30:00,0.846,1.44,4,3.604,116.28
Cairns,2023-08-24T17:00:00,0.816,1.44,4.17,3.54,113.48
Cairns,2023-08-24T17:30:00,0.752,1.23,4.17,3.604,113.48
Cairns,2023-08-24T18:00:00,0.686,1.51,8.33,3.636,45.98
Cairns,2023-08-24T18:30:00,0.681,1.34,3.23,3.478,128.88
Cairns,2023-08-24T19:00:00,0.643,1.04,7.69,3.478,45.98
Cairns,2023-08-24T19:30:00,0.683,1.19,8.33,3.604,45.98
Cairns,2023-08-24T20:00:00,0.636,1.04,8.33,3.509,47.38
Cairns,2023-08-24T20:30:00,0.654,1.11,7.69,3.448,47.38
Cairns,2023-08-24T21:00:00,0.631,1.06,7.69,3.419,48.78
Cairns,2023-08-24T21:30:00,0.614,1.05,9.09,3.509,38.88
Cairns,2023-08-24T22:00:00,0.6,1.19,8.33,3.54,41.78
Cairns,2023-08-24T22:30:00,0.608,1.21,7.69,3.54,41.78
Cairns,2023-08-24T23:00:00,0.58,0.88,7.69,3.478,44.58
Cairns,2023-08-24T23:30:00,0.641,1.25,9.09,3.39,34.68
Cairns,2023-08-25T00:00:00,0.596,1.17,6.67,3.448,48.78
Cairns,2023-08-25T00:30:00,0.614,1.09,7.69,3.54,41.78
Cairns,2023-08-25T01:00:00,0.616,1.11,8.33,3.636,38.88
Cairns,2023-08-25T01:30:00,0.658,1.07,7.14,3.571,57.18
Cairns,2023-08-25T02:00:00,0.723,1.2,7.14,3.67,58.58
Cairns,2023-08-25T02:30:00,0.772,1.45,7.69,3.478,51.58
Cairns,2023-08-25T03:00:00,0.74,1.36,3.85,3.419,103.58
Cairns,2023-08-25T03:30:00,0.766,1.19,7.69,3.604,48.78
Cairns,2023-08-25T04:00:00,0.803,1.31,3.85,3.571,106.38
Cairns,2023-08-25T04:30:00,0.763,1.32,7.14,3.704,52.98
Cairns,2023-08-25T05:00:00,0.776,1.25,7.14,3.774,55.78
Cairns,2023-08-25T05:30:00,0.781,1.19,3.7,3.636,102.18
Cairns,2023-08-25T06:00:00,0.813,1.35,4.17,3.636,99.38
Cairns,2023-08-25T06:30:00,0.927,1.48,3.85,3.604,99.38
Cairns,2023-08-25T07:00:00,0.871,1.8,4.35,3.636,100.78
Cairns,2023-08-25T07:30:00,0.826,1.41,4.35,3.738,104.98
Cairns,2023-08-25T08:00:00,0.826,1.41,7.69,3.81,47.38
Cairns,2023-08-25T08:30:00,0.782,1.21,7.69,3.738,48.78
Cairns,2023-08-25T09:00:00,0.782,1.72,4.17,3.67,97.98
Cairns,2023-08-25T09:30:00,0.741,1.22,8.33,3.738,45.98
Cairns,2023-08-25T10:00:00,0.767,1.25,7.69,3.704,48.78
Cairns,2023-08-25T10:30:00,0.78,1.32,8.33,3.54,41.78
Cairns,2023-08-25T11:00:00,0.75,1.37,8.33,3.509,48.78
Cairns,2023-08-25T11:30:00,0.796,1.29,8.33,3.636,43.18
Cairns,2023-08-25T12:00:00,0.864,1.54,8.33,3.419,40.38
Cairns,2023-08-25T12:30:00,0.896,1.65,3.57,3.39,117.68
Cairns,2023-08-25T13:00:00,0.874,1.59,3.57,3.54,117.68
Cairns,2023-08-25T13:30:00,0.916,1.49,4,3.478,114.88
Cairns,2023-08-25T14:00:00,0.883,1.45,4,3.448,121.88
Cairns,2023-08-25T14:30:00,0.864,1.43,4.35,3.54,112.08
Cairns,2023-08-25T15:00:00,0.794,1.39,4,3.54,116.28
Cairns,2023-08-25T15:30:00,0.744,1.26,3.85,3.509,117.68
Cairns,2023-08-25T16:00:00,0.787,1.29,3.7,3.448,116.28
Cairns,2023-08-25T16:30:00,0.753,1.34,9.09,3.39,33.28
Cairns,2023-08-25T17:00:00,0.737,1.32,3.85,3.509,107.88
Cairns,2023-08-25T17:30:00,0.716,1.25,8.33,3.604,44.58
Cairns,2023-08-25T18:00:00,0.785,1.29,8.33,3.448,51.58
Cairns,2023-08-25T18:30:00,0.745,1.37,4,3.509,109.28
Cairns,2023-08-25T19:00:00,0.714,1.13,4,3.509,109.28
Cairns,2023-08-25T19:30:00,0.722,1.25,9.09,3.571,43.18
Cairns,2023-08-25T20:00:00,0.761,1.26,3.85,3.478,112.08
Cairns,2023-08-25T20:30:00,0.717,1.13,8.33,3.604,51.58
Cairns,2023-08-25T21:00:00,0.745,1.23,8.33,3.571,50.18
Cairns,2023-08-25T21:30:00,0.712,1.26,8.33,3.478,48.78
Cairns,2023-08-25T22:30:00,0.726,1.32,9.09,3.478,31.88
Cairns,2023-08-25T23:00:00,0.675,1.23,3.85,3.604,112.08
Cairns,2023-08-25T23:30:00,0.665,1.36,9.09,3.478,37.48
Cairns,2023-08-26T00:00:00,0.703,1.12,9.09,3.448,36.08
Cairns,2023-08-26T00:30:00,0.76,1.37,9.09,3.478,36.08
Cairns,2023-08-26T01:00:00,0.776,1.25,8.33,3.67,38.88
Cairns,2023-08-26T01:30:00,0.888,1.59,9.09,3.636,41.78
Cairns,2023-08-26T02:00:00,0.865,1.49,3.7,3.478,104.98
Cairns,2023-08-26T02:30:00,0.878,1.51,4,3.571,103.58
Cairns,2023-08-26T03:00:00,0.813,1.52,4,3.571,106.38
Cairns,2023-08-26T03:30:00,0.722,1.24,4.35,3.704,95.18
Cairns,2023-08-26T04:00:00,0.709,1.15,4.35,3.636,99.38
Cairns,2023-08-26T04:30:00,0.72,1.14,8.33,3.54,45.98
Cairns,2023-08-26T05:00:00,0.792,1.29,8.33,3.704,43.18
Cairns,2023-08-26T05:30:00,0.823,1.67,8.33,3.419,31.88
Cairns,2023-08-26T06:00:00,0.849,1.62,8.33,3.636,44.58
Cairns,2023-08-26T06:30:00,0.95,1.59,9.09,3.67,30.48
Cairns,2023-08-26T07:00:00,0.933,1.54,3.85,3.571,102.18
Cairns,2023-08-26T07:30:00,0.886,1.85,3.7,3.636,109.28
Cairns,2023-08-26T08:00:00,0.852,1.44,9.09,3.738,37.48
Cairns,2023-08-26T08:30:00,0.856,1.47,4.17,3.636,107.88
Cairns,2023-08-26T09:00:00,0.84,1.32,4.17,3.704,102.18
Cairns,2023-08-26T09:30:00,0.837,1.52,9.09,3.636,34.68
Cairns,2023-08-26T10:00:00,0.902,1.44,9.09,3.738,36.08
Cairns,2023-08-26T10:30:00,0.92,1.59,10,3.571,31.88
Cairns,2023-08-26T11:00:00,0.901,1.71,9.09,3.571,41.78
Cairns,2023-08-26T11:30:00,0.899,1.61,4.55,3.738,104.98
Cairns,2023-08-26T12:00:00,0.808,1.51,10,3.738,23.48
Cairns,2023-08-26T12:30:00,0.823,1.43,9.09,3.738,40.38
Cairns,2023-08-26T13:00:00,0.746,1.37,9.09,3.883,34.68
Cairns,2023-08-26T13:30:00,0.746,1.24,8.33,3.774,43.18
Cairns,2023-08-26T14:00:00,0.875,1.54,9.09,3.704,36.08
Cairns,2023-08-26T14:30:00,0.999,1.6,10,3.636,26.28
Cairns,2023-08-26T15:00:00,0.969,1.57,9.09,3.67,37.48
Cairns,2023-08-26T15:30:00,0.948,1.64,4.17,3.67,96.58
Cairns,2023-08-26T16:00:00,0.955,1.72,10,3.738,33.28
Cairns,2023-08-26T16:30:00,0.863,1.55,10,3.96,33.28
Cairns,2023-08-26T17:00:00,0.852,1.38,10,3.738,36.08
Cairns,2023-08-26T17:30:00,0.793,1.32,9.09,3.704,36.08
Cairns,2023-08-26T18:00:00,0.751,1.31,8.33,3.704,44.58
Cairns,2023-08-26T18:30:00,0.717,1.15,10,3.774,34.68
Cairns,2023-08-26T19:00:00,0.742,1.21,10,3.81,37.48
Cairns,2023-08-26T19:30:00,0.675,1.19,9.09,3.846,38.88
Cairns,2023-08-26T20:00:00,0.725,1.3,9.09,3.774,37.48
Cairns,2023-08-26T20:30:00,0.693,1.09,9.09,3.96,30.48
Cairns,2023-08-26T21:00:00,0.738,1.38,9.09,3.922,37.48
Cairns,2023-08-26T21:30:00,0.676,1.21,9.09,4.124,37.48
Cairns,2023-08-26T22:00:00,0.685,1.18,10,4.124,29.08
Cairns,2023-08-26T22:30:00,0.723,1.33,10,4.082,27.68
Cairns,2023-08-26T23:00:00,0.692,1.03,10,4,33.28
Cairns,2023-08-26T23:30:00,0.732,1.25,10,3.96,36.08
Cairns,2023-08-27T00:00:00,0.808,1.37,10,3.81,34.68
Cairns,2023-08-27T00:30:00,0.84,1.41,10,3.883,30.48
Cairns,2023-08-27T01:00:00,0.846,1.31,10,3.922,30.48
Cairns,2023-08-27T01:30:00,0.844,1.35,10,3.774,27.68
Cairns,2023-08-27T02:00:00,0.939,1.54,9.09,3.81,38.88
Cairns,2023-08-27T02:30:00,0.947,1.7,10,3.846,33.28
Cairns,2023-08-27T03:00:00,0.958,1.65,4.35,3.67,106.38
Cairns,2023-08-27T03:30:00,1.09,1.87,10,3.738,30.48
Cairns,2023-08-27T04:00:00,0.937,2.02,4.17,3.738,100.78
Cairns,2023-08-27T04:30:00,0.9,1.56,4.55,3.704,97.98
Cairns,2023-08-27T05:00:00,0.809,1.48,3.85,3.67,109.28
Cairns,2023-08-27T05:30:00,0.754,1.25,4,3.704,102.18
Cairns,2023-08-27T06:00:00,0.829,1.26,9.09,3.67,31.88
Cairns,2023-08-27T06:30:00,0.848,1.38,9.09,3.704,34.68
Cairns,2023-08-27T07:00:00,0.833,1.61,4.17,3.81,95.18
Cairns,2023-08-27T07:30:00,0.924,1.71,9.09,3.738,33.28
Cairns,2023-08-27T08:00:00,0.954,1.79,10,3.774,36.08
Cairns,2023-08-27T08:30:00,0.98,1.64,4.35,3.81,103.58
Cairns,2023-08-27T09:00:00,1.046,1.86,4.55,3.81,99.38
Cairns,2023-08-27T09:30:00,1.008,1.73,4.35,3.883,102.18
Cairns,2023-08-27T10:00:00,0.939,1.68,4.35,3.922,104.98
Cairns,2023-08-27T10:30:00,0.908,1.6,9.09,3.81,34.68
Cairns,2023-08-27T11:00:00,0.921,1.56,10,3.704,27.68
Cairns,2023-08-27T11:30:00,0.933,1.53,4.35,3.67,100.78
Cairns,2023-08-27T12:00:00,0.998,1.59,4.17,3.636,102.18
Wide Bay,2023-08-20T00:00:00,1.047,1.77,7.69,5.063,150.5
Wide Bay,2023-08-20T00:30:00,1.083,1.77,8.33,5.263,149.1
Wide Bay,2023-08-20T01:00:00,0.979,1.63,7.69,5.479,150.5
Wide Bay,2023-08-20T01:30:00,1.013,1.54,8.33,5,151.9
Wide Bay,2023-08-20T02:00:00,1.111,1.79,9.09,5.333,150.5
Wide Bay,2023-08-20T02:30:00,1.135,2.29,10,5.714,142
Wide Bay,2023-08-20T03:00:00,1.105,1.87,10.53,5.882,142
Wide Bay,2023-08-20T03:30:00,1.123,1.82,8.33,5.797,150.5
Wide Bay,2023-08-20T04:00:00,1.186,1.83,9.09,5.797,147.7
Wide Bay,2023-08-20T04:30:00,1.127,1.94,8.33,5.97,150.5
Wide Bay,2023-08-20T05:00:00,1.149,1.95,13.33,6.061,133.6
Wide Bay,2023-08-20T05:30:00,1.132,1.84,13.33,5.97,143.4
Wide Bay,2023-08-20T06:00:00,1.156,2.07,13.33,6.061,137.8
Wide Bay,2023-08-20T06:30:00,1.112,1.77,13.33,6.25,139.2
Wide Bay,2023-08-20T07:00:00,1.216,1.96,13.33,6.061,143.4
Wide Bay,2023-08-20T07:30:00,1.215,2.43,12.5,6.349,147.7
Wide Bay,2023-08-20T08:00:00,1.139,1.83,12.5,6.349,144.8
Wide Bay,2023-08-20T08:30:00,1.276,1.92,12.5,6.154,143.4
Wide Bay,2023-08-20T09:00:00,1.33,2.23,12.5,6.452,144.8
Wide Bay,2023-08-20T09:30:00,1.198,2.46,12.5,6.667,137.8
Wide Bay,2023-08-20T10:00:00,1.223,1.73,13.33,6.557,136.4
Wide Bay,2023-08-20T10:30:00,1.22,2.08,12.5,6.452,146.3
Wide Bay,2023-08-20T11:00:00,1.18,2.11,13.33,7.018,140.6
Wide Bay,2023-08-20T11:30:00,1.165,1.99,11.76,6.897,147.7
Wide Bay,2023-08-20T12:00:00,1.208,1.92,11.76,6.897,142
Wide Bay,2023-08-20T12:30:00,1.111,1.9,13.33,7.273,139.2
Wide Bay,2023-08-20T13:00:00,1.066,1.94,13.33,6.557,137.8
Wide Bay,2023-08-20T13:30:00,1.115,2.06,12.5,6.154,144.8
Wide Bay,2023-08-20T14:00:00,1.144,2.05,10,6.452,150.5
Wide Bay,2023-08-20T14:30:00,1.071,1.63,12.5,6.557,136.4
Wide Bay,2023-08-20T15:00:00,1.05,1.66,12.5,6.667,146.3
Wide Bay,2023-08-20T15:30:00,1.047,1.67,12.5,6.557,142
Wide Bay,2023-08-20T16:00:00,1.065,2.15,10.53,6.557,139.2
Wide Bay,2023-08-20T16:30:00,1.012,1.82,12.5,6.667,144.8
Wide Bay,2023-08-20T17:00:00,0.933,1.68,11.76,6.349,142
Wide Bay,2023-08-20T17:30:00,1.022,1.67,11.11,6.25,143.4
Wide Bay,2023-08-20T18:00:00,0.896,1.36,10.53,6.557,150.5
Wide Bay,2023-08-20T18:30:00,0.884,1.31,11.11,5.97,143.4
Wide Bay,2023-08-20T19:00:00,0.922,1.58,12.5,5.882,135
Wide Bay,2023-08-20T19:30:00,0.919,1.31,8.33,5.97,151.9
Wide Bay,2023-08-20T20:00:00,0.938,1.8,12.5,6.061,139.2
Wide Bay,2023-08-20T20:30:00,0.92,1.82,11.76,5.634,137.8
Wide Bay,2023-08-20T21:00:00,0.879,1.85,12.5,5.797,130.8
Wide Bay,2023-08-20T21:30:00,0.898,1.69,10,5.405,150.5
Wide Bay,2023-08-20T22:00:00,0.858,1.48,10.53,5.634,143.4
Wide Bay,2023-08-20T22:30:00,0.888,1.63,13.33,5.556,129.4
Wide Bay,2023-08-20T23:00:00,0.856,1.38,10,5.634,143.4
Wide Bay,2023-08-20T23:30:00,0.823,1.46,11.76,5.797,137.8
Wide Bay,2023-08-21T00:00:00,0.866,1.33,11.76,5.634,126.6
Wide Bay,2023-08-21T00:30:00,0.814,1.31,8.33,5.882,143.4
Wide Bay,2023-08-21T01:00:00,0.871,1.61,12.5,5.714,119.5
Wide Bay,2023-08-21T01:30:00,0.806,1.35,12.5,6.154,128
Wide Bay,2023-08-21T02:00:00,0.805,1.22,10.53,5.797,142
Wide Bay,2023-08-21T02:30:00,0.791,1.47,10.53,5.128,133.6
Wide Bay,2023-08-21T03:00:00,0.873,1.53,11.76,5.479,133.6
Wide Bay,2023-08-21T03:30:00,0.845,1.46,12.5,5.797,129.4
Wide Bay,2023-08-21T04:00:00,0.811,1.52,12.5,5.714,125.2
Wide Bay,2023-08-21T04:30:00,0.829,1.24,10,5.556,140.6
Wide Bay,2023-08-21T05:00:00,0.822,1.67,10,5.97,139.2
Wide Bay,2023-08-21T05:30:00,0.83,1.44,9.09,5.882,146.3
Wide Bay,2023-08-21T06:00:00,0.819,1.49,11.76,5.882,137.8
Wide Bay,2023-08-21T06:30:00,0.818,1.54,10,5.634,150.5
Wide Bay,2023-08-21T07:00:00,0.744,1.17,10.53,5.714,150.5
Wide Bay,2023-08-21T07:30:00,0.745,1.23,10,5.479,139.2
Wide Bay,2023-08-21T08:00:00,0.819,1.45,11.11,5.556,137.8
Wide Bay,2023-08-21T08:30:00,0.774,1.3,11.76,5.714,144.8
Wide Bay,2023-08-21T09:00:00,0.75,1.29,11.11,5.634,149.1
Wide Bay,2023-08-21T09:30:00,0.797,1.52,11.76,5.634,136.4
Wide Bay,2023-08-21T10:00:00,0.778,1.25,11.76,5.882,140.6
Wide Bay,2023-08-21T10:30:00,0.847,1.52,11.11,5.634,139.2
Wide Bay,2023-08-21T11:00:00,0.821,1.35,11.11,5.634,153.3
Wide Bay,2023-08-21T11:30:00,0.849,1.41,11.76,5.797,144.8
Wide Bay,2023-08-21T12:00:00,0.867,1.33,11.76,5.714,130.8
Wide Bay,2023-08-21T12:30:00,0.856,1.39,10,5.882,149.1
Wide Bay,2023-08-21T13:00:00,0.834,1.36,11.11,5.797,147.7
Wide Bay,2023-08-21T13:30:00,0.803,1.35,9.09,5.479,153.3
Wide Bay,2023-08-21T14:00:00,0.839,1.46,12.5,5.797,135
Wide Bay,2023-08-21T14:30:00,0.863,1.25,10,5.882,146.3
Wide Bay,2023-08-21T15:00:00,0.777,1.29,11.11,5.97,136.4
Wide Bay,2023-08-21T15:30:00,0.808,1.25,10.53,5.714,147.7
Wide Bay,2023-08-21T16:00:00,0.746,1.26,11.11,5.97,139.2
Wide Bay,2023-08-21T16:30:00,0.802,1.53,11.11,5.97,140.6
Wide Bay,2023-08-21T17:00:00,0.794,1.24,11.76,6.154,139.2
Wide Bay,2023-08-21T17:30:00,0.79,1.24,11.11,6.154,143.4
Wide Bay,2023-08-21T18:00:00,0.777,1.24,10.53,5.97,150.5
Wide Bay,2023-08-21T18:30:00,0.821,1.39,10.53,5.714,147.7
Wide Bay,2023-08-21T19:00:00,0.795,1.45,10,5.714,144.8
Wide Bay,2023-08-21T19:30:00,0.888,1.43,10.53,5.634,146.3
Wide Bay,2023-08-21T20:00:00,0.899,1.74,11.11,5.97,144.8
Wide Bay,2023-08-21T20:30:00,0.827,1.23,11.11,6.061,144.8
Wide Bay,2023-08-21T21:00:00,0.778,1.45,10.53,5.634,150.5
Wide Bay,2023-08-21T21:30:00,0.818,1.33,10,5.333,147.7
Wide Bay,2023-08-21T22:00:00,0.804,1.62,11.11,5.556,143.4
Wide Bay,2023-08-21T22:30:00,0.781,1.36,11.11,5.405,143.4
Wide Bay,2023-08-21T23:00:00,0.892,1.61,13.33,5.405,146.3
Wide Bay,2023-08-21T23:30:00,0.763,1.35,10,5.634,151.9
Wide Bay,2023-08-22T00:00:00,0.865,1.3,11.11,5.333,143.4
Wide Bay,2023-08-22T00:30:00,0.861,1.46,10.53,5.479,147.7
Wide Bay,2023-08-22T01:00:00,0.813,1.38,11.11,5.405,137.8
Wide Bay,2023-08-22T01:30:00,0.807,1.38,10.53,5.195,153.3
Wide Bay,2023-08-22T02:00:00,0.863,1.61,10,4.878,144.8
Wide Bay,2023-08-22T02:30:00,0.823,1.56,12.5,4.878,128
Wide Bay,2023-08-22T03:00:00,0.792,1.45,11.76,4.938,140.6
Wide Bay,2023-08-22T03:30:00,0.858,1.49,11.11,5,135
Wide Bay,2023-08-22T04:00:00,0.804,1.38,10,5.063,142
Wide Bay,2023-08-22T04:30:00,0.812,1.27,10.53,4.878,129.4
Wide Bay,2023-08-22T05:00:00,0.81,1.52,11.76,5,136.4
Wide Bay,2023-08-22T05:30:00,0.801,1.23,10.53,5.128,139.2
Wide Bay,2023-08-22T06:00:00,0.832,1.46,11.76,4.819,132.2
Wide Bay,2023-08-22T06:30:00,0.829,1.34,10.53,5,139.2
Wide Bay,2023-08-22T07:00:00,0.802,1.46,11.11,4.878,150.5
Wide Bay,2023-08-22T07:30:00,0.799,1.26,10.53,5,142
Wide Bay,2023-08-22T08:00:00,0.841,1.28,11.76,4.938,130.8
Wide Bay,2023-08-22T08:30:00,0.832,1.34,10.53,5,139.2
Wide Bay,2023-08-22T09:00:00,0.848,1.46,11.11,4.819,137.8
Wide Bay,2023-08-22T09:30:00,0.884,1.46,11.11,4.878,133.6
Wide Bay,2023-08-22T10:00:00,0.854,1.52,12.5,5.128,123.8
Wide Bay,2023-08-22T10:30:00,0.844,1.21,10,5,137.8
Wide Bay,2023-08-22T11:00:00,0.873,1.25,11.11,5.063,140.6
Wide Bay,2023-08-22T11:30:00,0.844,1.28,10.53,5.063,133.6
Wide Bay,2023-08-22T12:00:00,0.848,1.43,12.5,5,116.7
Wide Bay,2023-08-22T12:30:00,0.86,1.5,10,5.063,136.4
Wide Bay,2023-08-22T13:00:00,0.796,1.44,10.53,5.063,142
Wide Bay,2023-08-22T13:30:00,0.774,1.38,10.53,5.063,133.6
Wide Bay,2023-08-22T14:00:00,0.851,1.41,10.53,5,140.6
